Activity,student,Time Stamp,Family,Action,Component,Outcome,#circuits,#circuits_w_battery,#loops,#components,#battery,#circuitSwitch,#grabBagResistor,#lightBulb,#resistor,#seriesAmmeter,current_is_circuit,current_#loops,current_#components,current_#battery,current_#circuitSwitch,current_#grabBagResistor,current_#lightBulb,current_#resistor,current_#seriesAmmeter,non_default_resistor_values
a2,3932129,1363906413319,Test_simple_not_nonContactAmmeter,traceMeasure,nonContactAmmeter,None,3,3,4,9,4,0,0,0,5,0,1,2,3,1,0,0,0,2,0,0
a2,3932129,1363906413335,Test_simple_not_nonContactAmmeter,traceMeasure,nonContactAmmeter,deliberate_measure,3,3,4,9,4,0,0,0,5,0,1,2,3,1,0,0,0,2,0,0
a2,3932129,1363906414023,Test_simple_not_nonContactAmmeter,startMeasure,nonContactAmmeter,deliberate_measure,3,3,4,9,4,0,0,0,5,0,1,2,3,1,0,0,0,2,0,0
a2,3932129,1363906414538,Test_simple_not_nonContactAmmeter,startMeasure,nonContactAmmeter,deliberate_measure,3,3,4,9,4,0,0,0,5,0,1,2,3,1,0,0,0,2,0,0
a2,3932129,1363906420321,Test_simple_not_nonContactAmmeter,startMeasure,nonContactAmmeter,deliberate_measure,3,3,4,9,4,0,0,0,5,0,1,2,3,1,0,0,0,2,0,0
a2,3932129,1363906436027,Construct,organizeWorkspace,junction,None,3,3,4,9,4,0,0,0,5,0,1,1,3,1,0,0,0,2,0,0
a2,3932129,1363906437792,Construct,organizeWorkspace,wire,None,3,3,4,9,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
a2,3932129,1363906443168,Interface,view,showValues,None,3,3,4,9,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
a2,3932129,1363906444419,Construct,organizeWorkspace,junction,None,3,3,4,9,4,0,0,0,5,0,1,1,3,1,0,0,0,2,0,0
a2,3932129,1363906457687,Construct,split,junction,current_change,2,2,3,9,4,0,0,0,5,0,0,0,3,1,0,0,0,2,0,0
a2,3932129,1363906459218,Construct,organizeWorkspace,junction,None,2,2,3,9,4,0,0,0,5,0,0,0,3,1,0,0,0,2,0,0
a2,3932129,1363906460281,Construct,add,wire,None,2,2,3,9,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
a2,3932129,1363906461312,Construct,join,wire,None,2,2,3,9,4,0,0,0,5,0,0,0,3,1,0,0,0,2,0,0
a2,3932129,1363906462891,Construct,add,resistor,None,2,2,3,10,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
a2,3932129,1363906464938,Construct,join,resistor,None,2,2,3,10,4,0,0,0,6,0,0,0,4,1,0,0,0,3,0,0
a2,3932129,1363906467001,Construct,organizeWorkspace,junction,None,2,2,3,10,4,0,0,0,6,0,0,0,4,1,0,0,0,3,0,0
a2,3932129,1363906468532,Construct,organizeWorkspace,junction,None,2,2,3,10,4,0,0,0,6,0,0,0,4,1,0,0,0,3,0,0
a2,3932129,1363906468595,Construct,join,resistor,current_change,3,3,4,10,4,0,0,0,6,0,1,1,4,1,0,0,0,3,0,0
a2,3932129,1363906470705,Test_simple_not_nonContactAmmeter,traceMeasure,nonContactAmmeter,None,3,3,4,10,4,0,0,0,6,0,1,2,3,1,0,0,0,2,0,0
a2,3932129,1363906471142,Test_complex_not,startMeasure,nonContactAmmeter,deliberate_measure,3,3,4,10,4,0,0,0,6,0,1,1,4,1,0,0,0,3,0,0
a2,3932129,1363906474455,Test_simple_not_nonContactAmmeter,startMeasure,nonContactAmmeter,deliberate_measure,3,3,4,10,4,0,0,0,6,0,1,2,3,1,0,0,0,2,0,0
a2,3932129,1363906482550,Construct,remove,resistor,current_change,2,2,3,9,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
a2,3932129,1363906483816,Construct,join,wire,current_change,3,3,4,9,4,0,0,0,5,0,1,1,3,1,0,0,0,2,0,0
a2,3932129,1363906485504,Test_simple_not_nonContactAmmeter,startMeasure,nonContactAmmeter,deliberate_measure,3,3,4,9,4,0,0,0,5,0,1,1,3,1,0,0,0,2,0,0
a2,3932129,1363906489583,Construct,split,junction,current_change,3,3,3,9,4,0,0,0,5,0,1,1,3,1,0,0,0,2,0,0
a2,3932129,1363906490693,Construct,organizeWorkspace,junction,None,3,3,3,9,4,0,0,0,5,0,1,1,3,1,0,0,0,2,0,0
a2,3932129,1363906490755,Construct,join,wire,current_change,3,3,4,9,4,0,0,0,5,0,1,2,3,1,0,0,0,2,0,0
a2,3932129,1363906492584,Construct,organizeWorkspace,junction,None,3,3,4,9,4,0,0,0,5,0,1,2,3,1,0,0,0,2,0,0
a2,3932129,1363906493552,Construct,split,junction,current_change,3,3,3,9,4,0,0,0,5,0,1,1,3,1,0,0,0,2,0,0
a2,3932129,1363906495568,Construct,organizeWorkspace,junction,None,3,3,3,9,4,0,0,0,5,0,1,1,3,1,0,0,0,2,0,0
a2,3932129,1363906497241,Construct,add,resistor,None,3,3,3,10,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
a2,3932129,1363906498647,Construct,join,resistor,None,3,3,3,10,4,0,0,0,6,0,1,1,4,1,0,0,0,3,0,0
a2,3932129,1363906500491,Construct,organizeWorkspace,junction,None,3,3,3,10,4,0,0,0,6,0,1,1,4,1,0,0,0,3,0,0
a2,3932129,1363906500554,Construct,join,resistor,current_change,3,3,4,10,4,0,0,0,6,0,1,2,4,1,0,0,0,3,0,0
a2,3932129,1363906503148,Test_complex_not,startMeasure,nonContactAmmeter,deliberate_measure,3,3,4,10,4,0,0,0,6,0,1,2,4,1,0,0,0,3,0,0
a2,3932129,1363906503149,pause,pause,pause,pause,3,3,4,10,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
a2,3932129,1363906534044,Test_complex_not,startMeasure,nonContactAmmeter,deliberate_measure,3,3,4,10,4,0,0,0,6,0,1,2,4,1,0,0,0,3,0,0
a2,3932129,1363906535310,Test_complex_not,startMeasure,nonContactAmmeter,deliberate_measure,3,3,4,10,4,0,0,0,6,0,1,2,4,1,0,0,0,3,0,0
a2,3932129,1363906539326,Construct,split,junction,current_change,3,3,3,10,4,0,0,0,6,0,1,1,4,1,0,0,0,3,0,0
a2,3932129,1363906541827,Construct,organizeWorkspace,resistor,None,3,3,3,10,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
a2,3932129,1363906543936,Construct,organizeWorkspace,junction,None,3,3,3,10,4,0,0,0,6,0,1,1,4,1,0,0,0,3,0,0
a2,3932129,1363906545812,Construct,organizeWorkspace,wire,None,3,3,3,10,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
a2,3932129,1363906546749,Construct,organizeWorkspace,junction,None,3,3,3,10,4,0,0,0,6,0,1,1,4,1,0,0,0,3,0,0
a2,3932129,1363906548828,Construct,add,resistor,None,3,3,3,11,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
a2,3932129,1363906549703,Construct,join,resistor,None,3,3,3,11,4,0,0,0,7,0,1,1,5,1,0,0,0,4,0,0
a2,3932129,1363906550985,Construct,organizeWorkspace,junction,None,3,3,3,11,4,0,0,0,7,0,1,1,5,1,0,0,0,4,0,0
a2,3932129,1363906552235,Construct,organizeWorkspace,junction,None,3,3,3,11,4,0,0,0,7,0,1,1,5,1,0,0,0,4,0,0
a2,3932129,1363906555376,Test_complex_not,startMeasure,nonContactAmmeter,deliberate_measure,3,3,3,11,4,0,0,0,7,0,1,1,5,1,0,0,0,4,0,0
a2,3932129,1363906557689,Test_complex_not,startMeasure,nonContactAmmeter,deliberate_measure,3,3,3,11,4,0,0,0,7,0,1,1,5,1,0,0,0,4,0,0
a2,3932129,1363906557690,pause,pause,pause,pause,3,3,3,11,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
a2,3932129,1363906598712,Construct,organizeWorkspace,resistor,None,3,3,3,11,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
a2,3932129,1363906599947,Construct,split,junction,current_change,2,2,2,11,4,0,0,0,7,0,0,0,3,1,0,0,0,2,0,0
a2,3932129,1363906601275,Construct,organizeWorkspace,junction,None,2,2,2,11,4,0,0,0,7,0,0,0,3,1,0,0,0,2,0,0
a2,3932129,1363906602541,Construct,add,resistor,None,2,2,2,12,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
a2,3932129,1363906603494,Construct,join,resistor,None,2,2,2,12,4,0,0,0,8,0,0,0,4,1,0,0,0,3,0,0
a2,3932129,1363906610652,Construct,organizeWorkspace,junction,None,2,2,2,12,4,0,0,0,8,0,0,0,4,1,0,0,0,3,0,0
a2,3932129,1363906610714,Construct,join,resistor,current_change,3,3,3,12,4,0,0,0,8,0,1,1,4,1,0,0,0,3,0,0
a2,3932129,1363906610715,pause,pause,pause,pause,3,3,3,12,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
a2,3932129,1363906639219,Test_complex_not,startMeasure,nonContactAmmeter,deliberate_measure,3,3,3,12,4,0,0,0,8,0,1,1,4,1,0,0,0,3,0,0
a2,3932129,1363906640907,Test_complex_not,startMeasure,nonContactAmmeter,deliberate_measure,3,3,3,12,4,0,0,0,8,0,1,1,4,1,0,0,0,3,0,0
a2,3932129,1363906640908,pause,pause,pause,pause,2,2,2,12,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
a2,3932129,1363906673897,Construct,organizeWorkspace,junction,None,2,2,2,12,4,0,0,0,8,0,0,0,5,1,0,0,0,4,0,0
a2,3932129,1363906677742,Construct,add,resistor,None,2,2,2,13,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
a2,3932129,1363906678773,Construct,join,resistor,None,2,2,2,13,4,0,0,0,9,0,0,0,6,1,0,0,0,5,0,0
a2,3932129,1363906680352,Construct,organizeWorkspace,junction,None,2,2,2,13,4,0,0,0,9,0,0,0,6,1,0,0,0,5,0,0
a2,3932129,1363906680430,Construct,join,resistor,current_change,3,3,3,13,4,0,0,0,9,0,1,1,6,1,0,0,0,5,0,0
a2,3932129,1363906683180,Construct,split,junction,None,3,3,3,13,4,0,0,0,9,0,1,1,5,1,0,0,0,4,0,0
a2,3932129,1363906684852,Construct,organizeWorkspace,junction,None,3,3,3,13,4,0,0,0,9,0,1,1,5,1,0,0,0,4,0,0
a2,3932129,1363906687947,Construct,add,resistor,None,3,3,3,14,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
a2,3932129,1363906689150,Construct,join,resistor,None,3,3,3,14,4,0,0,0,10,0,0,0,2,0,0,0,0,2,0,0
a2,3932129,1363906689791,Construct,organizeWorkspace,junction,None,3,3,3,14,4,0,0,0,10,0,1,1,5,1,0,0,0,4,0,0
a2,3932129,1363906689869,Construct,join,resistor,None,3,3,3,14,4,0,0,0,10,0,1,1,7,1,0,0,0,6,0,0
a2,3932129,1363906692697,Test_complex_not,startMeasure,nonContactAmmeter,deliberate_measure,3,3,3,14,4,0,0,0,10,0,1,1,7,1,0,0,0,6,0,0
a2,3932129,1363906713482,Construct,organizeWorkspace,junction,None,3,3,3,14,4,0,0,0,10,0,1,1,7,1,0,0,0,6,0,0
a2,3932129,1363906714467,Construct,join,resistor,current_change,3,3,4,14,4,0,0,0,10,0,1,2,7,1,0,0,0,6,0,0
a2,3932129,1363906717561,Test_complex_not,startMeasure,nonContactAmmeter,deliberate_measure,3,3,4,14,4,0,0,0,10,0,1,2,7,1,0,0,0,6,0,0
a2,3932129,1363906719140,Test_complex_not,startMeasure,nonContactAmmeter,deliberate_measure,3,3,4,14,4,0,0,0,10,0,1,2,7,1,0,0,0,6,0,0
a2,3932129,1363906723672,Test_complex_not,startMeasure,nonContactAmmeter,deliberate_measure,3,3,4,14,4,0,0,0,10,0,1,2,7,1,0,0,0,6,0,0
a2,3932129,1363906724688,Test_complex_not,traceMeasure,nonContactAmmeter,None,3,3,4,14,4,0,0,0,10,0,1,2,7,1,0,0,0,6,0,0
a2,3932129,1363906727594,Test_complex_not,startMeasure,nonContactAmmeter,deliberate_measure,3,3,4,14,4,0,0,0,10,0,1,2,7,1,0,0,0,6,0,0
a2,3932129,1363906757443,Construct,remove,resistor,reading_updated,3,3,3,13,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
a2,3932129,1363906758944,Construct,organizeWorkspace,junction,None,3,3,3,13,4,0,0,0,9,0,1,1,6,1,0,0,0,5,0,0
a2,3932129,1363906759694,Construct,organizeWorkspace,junction,None,3,3,3,13,4,0,0,0,9,0,1,1,6,1,0,0,0,5,0,0
a2,3932129,1363906759772,Construct,join,resistor,reading_updated,3,3,4,13,4,0,0,0,9,0,1,2,6,1,0,0,0,5,0,0
a2,3932129,1363906767414,Construct,split,junction,reading_updated,3,3,3,13,4,0,0,0,9,0,1,1,6,1,0,0,0,5,0,0
a2,3932129,1363906768883,Construct,organizeWorkspace,junction,None,3,3,3,13,4,0,0,0,9,0,1,1,6,1,0,0,0,5,0,0
a2,3932129,1363906769602,Construct,organizeWorkspace,junction,None,3,3,3,13,4,0,0,0,9,0,1,1,6,1,0,0,0,5,0,0
a2,3932129,1363906771383,Construct,add,resistor,None,3,3,3,14,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
a2,3932129,1363906772352,Construct,join,resistor,None,3,3,3,14,4,0,0,0,10,0,1,1,7,1,0,0,0,6,0,0
a2,3932129,1363906773540,Construct,organizeWorkspace,junction,None,3,3,3,14,4,0,0,0,10,0,1,1,7,1,0,0,0,6,0,0
a2,3932129,1363906773634,Construct,join,resistor,reading_updated,3,3,4,14,4,0,0,0,10,0,1,2,7,1,0,0,0,6,0,0
a2,3932129,1363906777791,Construct,split,junction,reading_updated,3,3,3,14,4,0,0,0,10,0,1,1,7,1,0,0,0,6,0,0
a2,3932129,1363906779197,Construct,organizeWorkspace,junction,None,3,3,3,14,4,0,0,0,10,0,1,1,7,1,0,0,0,6,0,0
a2,3932129,1363906779276,Construct,join,resistor,reading_updated,3,3,4,14,4,0,0,0,10,0,1,2,7,1,0,0,0,6,0,0
a2,3932129,1363906780588,Construct,organizeWorkspace,wire,None,3,3,4,14,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
a2,3932129,1363906781713,Construct,split,junction,reading_updated,3,3,3,14,4,0,0,0,10,0,1,1,7,1,0,0,0,6,0,0
a2,3932129,1363906783714,Construct,organizeWorkspace,junction,None,3,3,3,14,4,0,0,0,10,0,1,1,7,1,0,0,0,6,0,0
a2,3932129,1363906784792,Construct,add,resistor,None,3,3,3,15,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
a2,3932129,1363906786074,Construct,join,resistor,None,3,3,3,15,4,0,0,0,11,0,1,1,8,1,0,0,0,7,0,0
a2,3932129,1363906787480,Construct,organizeWorkspace,junction,None,3,3,3,15,4,0,0,0,11,0,1,1,8,1,0,0,0,7,0,0
a2,3932129,1363906787558,Construct,join,resistor,reading_updated,3,3,4,15,4,0,0,0,11,0,1,2,8,1,0,0,0,7,0,0
a2,3932129,1363906791293,Construct,organizeWorkspace,junction,None,3,3,4,15,4,0,0,0,11,0,1,2,8,1,0,0,0,7,0,0
a2,3932129,1363906793090,Construct,split,junction,reading_updated,3,3,3,15,4,0,0,0,11,0,1,1,8,1,0,0,0,7,0,0
a2,3932129,1363906794434,Construct,organizeWorkspace,junction,None,3,3,3,15,4,0,0,0,11,0,1,1,8,1,0,0,0,7,0,0
a2,3932129,1363906796294,Construct,add,resistor,None,3,3,3,16,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
a2,3932129,1363906797279,Construct,join,resistor,None,3,3,3,16,4,0,0,0,12,0,1,1,9,1,0,0,0,8,0,0
a2,3932129,1363906798373,Construct,organizeWorkspace,junction,None,3,3,3,16,4,0,0,0,12,0,1,1,9,1,0,0,0,8,0,0
a2,3932129,1363906798466,Construct,join,resistor,reading_updated,3,3,4,16,4,0,0,0,12,0,1,2,9,1,0,0,0,8,0,0
a2,3932129,1363906801576,Test_complex_not,startMeasure,nonContactAmmeter,deliberate_measure,3,3,4,16,4,0,0,0,12,0,1,2,9,1,0,0,0,8,0,0
a2,3932129,1363906806624,Test_complex_not,startMeasure,nonContactAmmeter,deliberate_measure,3,3,4,16,4,0,0,0,12,0,1,2,9,1,0,0,0,8,0,0
a2,3932129,1363906806625,pause,pause,pause,pause,3,3,4,16,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
a2,3932129,1363906913878,Construct,reset,resetAll,None,3,3,4,16,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
a2,3932129,1363906913879,pause,pause,pause,pause,3,3,4,16,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
a2,3932129,1363907037009,Construct,add,battery,None,3,3,4,17,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
a2,3932129,1363907040557,Construct,add,wire,None,3,3,4,17,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
a2,3932129,1363907043213,Construct,join,wire,None,3,3,4,17,5,0,0,0,12,0,0,0,1,1,0,0,0,0,0,0
a2,3932129,1363907044651,Construct,organizeWorkspace,wire,None,3,3,4,17,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
a2,3932129,1363907046261,Construct,add,resistor,None,3,3,4,18,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
a2,3932129,1363907048496,Construct,organizeWorkspace,junction,None,3,3,4,18,5,0,0,0,13,0,0,0,1,1,0,0,0,0,0,0
a2,3932129,1363907048589,Construct,join,resistor,None,3,3,4,18,5,0,0,0,13,0,0,0,2,1,0,0,0,1,0,0
a2,3932129,1363907049636,Construct,add,wire,None,3,3,4,18,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
a2,3932129,1363907050668,Construct,join,wire,None,3,3,4,18,5,0,0,0,13,0,0,0,2,1,0,0,0,1,0,0
a2,3932129,1363907051715,Construct,organizeWorkspace,junction,None,3,3,4,18,5,0,0,0,13,0,0,0,2,1,0,0,0,1,0,0
a2,3932129,1363907051809,Construct,join,wire,current_change,4,4,5,18,5,0,0,0,13,0,1,1,2,1,0,0,0,1,0,0
a2,3932129,1363907058138,Interface,view,zoom,None,4,4,5,18,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
a2,3932129,1363907063530,Interface,view,zoom,None,4,4,5,18,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
a2,3932129,1363907067624,Test_basic_not_nonContactAmmeter,startMeasure,nonContactAmmeter,deliberate_measure,4,4,5,18,5,0,0,0,13,0,1,1,2,1,0,0,0,1,0,0
a2,3932129,1363907067625,pause,pause,pause,pause,4,4,5,18,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
a2,39619124,1363889465250,Construct,add,wire,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a2,39619124,1363889467265,Construct,add,battery,None,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a2,39619124,1363889467781,Construct,join,battery,None,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
a2,39619124,1363889469015,Construct,add,wire,None,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a2,39619124,1363889469828,Construct,join,wire,None,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
a2,39619124,1363889470859,Construct,add,wire,None,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a2,39619124,1363889472140,Construct,join,wire,None,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
a2,39619124,1363889473718,Construct,organizeWorkspace,junction,None,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
a2,39619124,1363889475140,Construct,organizeWorkspace,junction,None,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
a2,39619124,1363889477078,Construct,organizeWorkspace,junction,None,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
a2,39619124,1363889478671,Construct,add,wire,None,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a2,39619124,1363889480859,Construct,join,wire,None,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
a2,39619124,1363889482015,Construct,add,lightBulb,None,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
a2,39619124,1363889483187,Construct,join,lightBulb,None,0,0,0,2,1,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0
a2,39619124,1363889484171,Construct,add,wire,None,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
a2,39619124,1363889485203,Construct,join,wire,None,0,0,0,2,1,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0
a2,39619124,1363889485437,Construct,organizeWorkspace,wire,None,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
a2,39619124,1363889486843,Construct,add,wire,None,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
a2,39619124,1363889489093,Construct,join,wire,None,0,0,0,2,1,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0
a2,39619124,1363889490562,Construct,organizeWorkspace,junction,None,0,0,0,2,1,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0
a2,39619124,1363889490578,Construct,join,wire,light_intensity,1,1,1,2,1,0,0,1,0,0,1,1,2,1,0,0,1,0,0,0
a2,39619124,1363889492218,Construct,organizeWorkspace,junction,None,1,1,1,2,1,0,0,1,0,0,1,1,2,1,0,0,1,0,0,0
a2,39619124,1363889494859,Interface,enableComponent,nonContactAmmeter,None,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
a2,39619124,1363889497343,Test_other_not,startMeasure,nonContactAmmeter,deliberate_measure,1,1,1,2,1,0,0,1,0,0,1,1,2,1,0,0,1,0,0,0
a2,39619124,1363889497344,pause,pause,pause,pause,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
a2,39619124,1363889589656,Construct,sliderEndDrag,lightbulb,None,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
a2,39619124,1363889593578,Construct,changeResistance,lightBulb,reading_updated,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
a2,39619124,1363889593579,pause,pause,pause,pause,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
a2,39619124,1363889625390,Interface,enableComponent,voltmeter,None,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
a2,39619124,1363889630625,Test_other_not,startMeasure,voltmeter,deliberate_measure,1,1,1,2,1,0,0,1,0,0,1,1,2,1,0,0,1,0,0,0
a2,39619124,1363889634781,Test_other_not,startMeasure,voltmeter,deliberate_measure,1,1,1,2,1,0,0,1,0,0,1,1,2,1,0,0,1,0,0,0
a2,39619124,1363889638140,Test_other_not,startMeasure,voltmeter,deliberate_measure,1,1,1,2,1,0,0,1,0,0,1,1,2,1,0,0,1,0,0,0
a2,39619124,1363889657343,Construct,changeResistance,lightBulb,reading_updated,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
a2,39619124,1363889662406,Test_other_not,startMeasure,voltmeter,deliberate_measure,1,1,1,2,1,0,0,1,0,0,1,1,2,1,0,0,1,0,0,0
a2,39619124,1363889665484,Test_other_not,startMeasure,voltmeter,deliberate_measure,1,1,1,2,1,0,0,1,0,0,1,1,2,1,0,0,1,0,0,0
a2,39619124,1363889665485,pause,pause,pause,pause,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
a2,39619124,1363889773796,Construct,split,junction,None,0,0,0,2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
a2,39619124,1363889775500,Construct,organizeWorkspace,lightBulb,None,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
a2,39619124,1363889777281,Construct,add,resistor,None,0,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
a2,39619124,1363889778468,Construct,join,resistor,None,0,0,0,3,1,0,0,1,1,0,0,0,2,1,0,0,0,1,0,0
a2,39619124,1363889779687,Construct,organizeWorkspace,junction,None,0,0,0,3,1,0,0,1,1,0,0,0,2,1,0,0,0,1,0,0
a2,39619124,1363889798406,Construct,organizeWorkspace,battery,None,0,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
a2,39619124,1363889800265,Construct,join,resistor,reading_updated,1,1,1,3,1,0,0,1,1,0,1,1,2,1,0,0,0,1,0,0
a2,39619124,1363889816859,Construct,changeResistance,resistor,current_change,1,1,1,3,1,0,0,1,1,0,1,1,2,1,0,0,0,1,0,1
a2,39619124,1363889819781,Test_basic_default_nonContactAmmeter,startMeasure,nonContactAmmeter,deliberate_measure,1,1,1,3,1,0,0,1,1,0,1,1,2,1,0,0,0,1,0,1
a2,39619124,1363889819782,pause,pause,pause,pause,1,1,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
a2,39619124,1363889862156,Construct,organizeWorkspace,junction,None,1,1,1,3,1,0,0,1,1,0,1,1,2,1,0,0,0,1,0,1
a2,39619124,1363889863703,Construct,organizeWorkspace,junction,None,1,1,1,3,1,0,0,1,1,0,1,1,2,1,0,0,0,1,0,1
a2,39619124,1363889866093,Construct,organizeWorkspace,junction,None,1,1,1,3,1,0,0,1,1,0,1,1,2,1,0,0,0,1,0,1
a2,39619124,1363889868406,Construct,organizeWorkspace,junction,None,1,1,1,3,1,0,0,1,1,0,1,1,2,1,0,0,0,1,0,1
a2,39619124,1363889871281,Construct,organizeWorkspace,junction,None,1,1,1,3,1,0,0,1,1,0,1,1,2,1,0,0,0,1,0,1
a2,39619124,1363889873015,Construct,organizeWorkspace,junction,None,1,1,1,3,1,0,0,1,1,0,1,1,2,1,0,0,0,1,0,1
a2,39619124,1363889875312,Construct,organizeWorkspace,junction,None,1,1,1,3,1,0,0,1,1,0,1,1,2,1,0,0,0,1,0,1
a2,39619124,1363889876734,Construct,split,junction,current_change,0,0,0,3,1,0,0,1,1,0,0,0,2,1,0,0,0,1,0,1
a2,39619124,1363889878640,Construct,organizeWorkspace,junction,None,0,0,0,3,1,0,0,1,1,0,0,0,2,1,0,0,0,1,0,1
a2,39619124,1363889882156,Construct,add,resistor,None,0,0,0,4,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
a2,39619124,1363889882875,Construct,join,resistor,None,0,0,0,4,1,0,0,1,2,0,0,0,3,1,0,0,0,2,0,1
a2,39619124,1363889885687,Construct,add,wire,None,0,0,0,4,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
a2,39619124,1363889886593,Construct,join,wire,None,0,0,0,4,1,0,0,1,2,0,0,0,3,1,0,0,0,2,0,1
a2,39619124,1363889887484,Construct,add,resistor,None,0,0,0,5,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
a2,39619124,1363889888921,Construct,join,resistor,None,0,0,0,5,1,0,0,1,3,0,0,0,4,1,0,0,0,3,0,1
a2,39619124,1363889891890,Construct,add,wire,None,0,0,0,5,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
a2,39619124,1363889893171,Construct,join,wire,None,0,0,0,5,1,0,0,1,3,0,0,0,4,1,0,0,0,3,0,1
a2,39619124,1363889893218,Construct,join,wire,current_change,1,1,1,5,1,0,0,1,3,0,1,1,4,1,0,0,0,3,0,1
a2,39619124,1363889895140,Construct,organizeWorkspace,resistor,None,1,1,1,5,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
a2,39619124,1363889898140,Construct,organizeWorkspace,resistor,None,1,1,1,5,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
