Activity,Student#,Time Stamp,Family,Action,Component,Outcome,#circuits,#circuits_w_battery,#loops,#components,#battery,#circuitSwitch,#grabBagResistor,#lightBulb,#resistor,#seriesAmmeter,current_is_circuit,current_#loops,current_#components,current_#battery,current_#circuitSwitch,current_#grabBagResistor,current_#lightBulb,current_#resistor,current_#seriesAmmeter
a2,23143099,1373650610875,Test,endMeasure,nonContactAmmeter,None,1,1,4,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650611172,Test,startMeasure,nonContactAmmeter,deliberate_measure,1,1,4,3,1,0,0,0,2,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650615610,Revise,changeResistance,resistor,current_change,1,1,4,3,1,0,0,0,2,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650617297,Revise,changeResistance,resistor,current_change,1,1,4,3,1,0,0,0,2,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650621157,Revise,sliderEndDrag,resistor,reading_updated,1,1,4,3,1,0,0,0,2,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650622375,Test,endMeasure,nonContactAmmeter,None,1,1,4,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650622844,Test,startMeasure,nonContactAmmeter,deliberate_measure,1,1,4,3,1,0,0,0,2,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650623797,Test,endMeasure,nonContactAmmeter,reading_updated,1,1,4,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650625078,Test,startMeasure,nonContactAmmeter,deliberate_measure,1,1,4,3,1,0,0,0,2,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650627453,Test,endMeasure,nonContactAmmeter,reading_updated,1,1,4,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650628047,Test,startMeasure,nonContactAmmeter,None,1,1,4,3,1,0,0,0,2,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650628313,Test,endMeasure,nonContactAmmeter,reading_updated,1,1,4,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650631391,Test,startMeasure,nonContactAmmeter,deliberate_measure,1,1,4,3,1,0,0,0,2,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650644922,Test,endMeasure,nonContactAmmeter,None,1,1,4,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650645172,Test,startMeasure,nonContactAmmeter,deliberate_measure,1,1,4,3,1,0,0,0,2,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650646328,Test,endMeasure,nonContactAmmeter,None,1,1,4,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650646641,Test,startMeasure,nonContactAmmeter,deliberate_measure,1,1,4,3,1,0,0,0,2,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650646642,pause,pause,pause,pause,1,1,4,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650668672,Test,endMeasure,nonContactAmmeter,None,1,1,4,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650669047,Test,startMeasure,nonContactAmmeter,deliberate_measure,1,1,4,3,1,0,0,0,2,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650669594,Test,endMeasure,nonContactAmmeter,reading_updated,1,1,4,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650670125,Test,startMeasure,nonContactAmmeter,deliberate_measure,1,1,4,3,1,0,0,0,2,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650671703,Interface,view,showValues,None,1,1,4,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650672938,Interface,view,showValues,None,1,1,4,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650675063,Test,traceMeasure,nonContactAmmeter,None,1,1,4,3,1,0,0,0,2,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650675250,Test,endMeasure,nonContactAmmeter,reading_updated,1,1,4,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650675844,Test,startMeasure,nonContactAmmeter,deliberate_measure,1,1,4,3,1,0,0,0,2,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650680407,Test,endMeasure,nonContactAmmeter,None,1,1,4,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650680766,Test,startMeasure,nonContactAmmeter,deliberate_measure,1,1,4,3,1,0,0,0,2,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650681203,Test,endMeasure,nonContactAmmeter,reading_updated,1,1,4,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650682422,Test,startMeasure,nonContactAmmeter,deliberate_measure,1,1,4,3,1,0,0,0,2,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650683594,Test,endMeasure,nonContactAmmeter,reading_updated,1,1,4,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650685188,Test,startMeasure,nonContactAmmeter,deliberate_measure,1,1,4,3,1,0,0,0,2,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650687625,Test,endMeasure,nonContactAmmeter,reading_updated,1,1,4,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650689110,Organize,organizeWorkspace,wire,None,1,1,4,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650690282,Revise,split,junction,current_change,1,1,1,3,1,0,0,0,2,0,N,1,1,3,1,0,0,0,2,0
a2,23143099,1373650691782,Revise,split,junction,None,0,0,0,3,1,0,0,0,2,0,N,0,0,1,0,0,0,0,1,0
a2,23143099,1373650692719,Organize,organizeWorkspace,junction,None,0,0,0,3,1,0,0,0,2,0,N,0,0,1,1,0,0,0,0,0
a2,23143099,1373650693485,Build,join,wire,None,0,0,0,3,1,0,0,0,2,0,N,0,0,2,1,0,0,0,1,0
a2,23143099,1373650694203,Test,endMeasure,voltmeter,None,0,0,0,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650695266,Organize,organizeWorkspace,junction,None,0,0,0,3,1,0,0,0,2,0,N,0,0,2,1,0,0,0,1,0
a2,23143099,1373650696360,Organize,organizeWorkspace,junction,None,0,0,0,3,1,0,0,0,2,0,N,0,0,2,1,0,0,0,1,0
a2,23143099,1373650697266,Revise,split,junction,None,0,0,0,3,1,0,0,0,2,0,N,0,0,1,0,0,0,0,1,0
a2,23143099,1373650698594,Organize,organizeWorkspace,junction,None,0,0,0,3,1,0,0,0,2,0,N,0,0,1,0,0,0,0,1,0
a2,23143099,1373650699657,Organize,organizeWorkspace,junction,None,0,0,0,3,1,0,0,0,2,0,N,0,0,1,1,0,0,0,0,0
a2,23143099,1373650699688,Build,join,wire,None,0,0,0,3,1,0,0,0,2,0,N,0,0,2,1,0,0,0,1,0
a2,23143099,1373650700328,Test,endMeasure,voltmeter,None,0,0,0,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650700719,Test,startMeasure,voltmeter,None,0,0,0,3,1,0,0,0,2,0,N,0,0,2,1,0,0,0,1,0
a2,23143099,1373650700782,Test,startMeasure,voltmeter,None,0,0,0,3,1,0,0,0,2,0,N,0,0,2,1,0,0,0,1,0
a2,23143099,1373650701032,Revise,join,wire,reading_updated,1,1,1,3,1,0,0,0,2,0,N,1,1,2,1,0,0,0,1,0
a2,23143099,1373650701891,Revise,split,junction,reading_updated,0,0,0,3,1,0,0,0,2,0,N,0,0,2,1,0,0,0,1,0
a2,23143099,1373650702625,Organize,organizeWorkspace,junction,None,0,0,0,3,1,0,0,0,2,0,N,0,0,2,1,0,0,0,1,0
a2,23143099,1373650703391,Revise,split,junction,None,0,0,0,3,1,0,0,0,2,0,N,0,0,1,0,0,0,0,1,0
a2,23143099,1373650708000,Build,join,resistor,None,0,0,0,3,1,0,0,0,2,0,N,0,0,2,1,0,0,0,1,0
a2,23143099,1373650708922,Build,add,wire,None,0,0,0,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650709985,Build,joinX,wire,None,1,1,1,3,1,0,0,0,2,0,N,1,1,2,1,0,0,0,1,0
a2,23143099,1373650711125,Revise,remove,wire,None,0,0,0,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650711141,Test,endMeasure,voltmeter,None,0,0,0,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650713157,Build,add,wire,None,0,0,0,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650713969,Build,join,wire,None,0,0,0,3,1,0,0,0,2,0,N,0,0,1,0,0,0,0,1,0
a2,23143099,1373650715422,Organize,organizeWorkspace,junction,None,0,0,0,3,1,0,0,0,2,0,N,0,0,1,0,0,0,0,1,0
a2,23143099,1373650715469,Build,join,wire,None,0,0,0,3,1,0,0,0,2,0,N,0,0,2,1,0,0,0,1,0
a2,23143099,1373650716453,Test,startMeasure,voltmeter,None,0,0,0,3,1,0,0,0,2,0,N,0,0,2,1,0,0,0,1,0
a2,23143099,1373650716844,Organize,organizeWorkspace,junction,None,0,0,0,3,1,0,0,0,2,0,N,0,0,2,1,0,0,0,1,0
a2,23143099,1373650716891,Build,joinX,wire,None,1,1,1,3,1,0,0,0,2,0,N,1,1,3,1,0,0,0,2,0
a2,23143099,1373650720875,Test,endMeasure,voltmeter,None,1,1,1,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650720875,Test,endMeasure,voltmeter,None,1,1,1,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650721735,Organize,organizeWorkspace,wire,None,1,1,1,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650723047,Organize,organizeWorkspace,resistor,None,1,1,1,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650724125,Build,add,wire,None,1,1,1,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650724922,Build,join,wire,None,1,1,1,3,1,0,0,0,2,0,N,1,1,3,1,0,0,0,2,0
a2,23143099,1373650726782,Organize,organizeWorkspace,junction,None,1,1,1,3,1,0,0,0,2,0,N,1,1,3,1,0,0,0,2,0
a2,23143099,1373650726828,Revise,join,wire,current_change,1,1,2,3,1,0,0,0,2,0,N,1,2,3,1,0,0,0,2,0
a2,23143099,1373650727485,Build,add,wire,None,1,1,2,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650728313,Build,join,wire,None,1,1,2,3,1,0,0,0,2,0,N,1,2,3,1,0,0,0,2,0
a2,23143099,1373650729047,Organize,organizeWorkspace,junction,None,1,1,2,3,1,0,0,0,2,0,N,1,2,3,1,0,0,0,2,0
a2,23143099,1373650729094,Revise,joinX,wire,current_change,1,1,4,3,1,0,0,0,2,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650730735,Test,startMeasure,nonContactAmmeter,deliberate_measure,1,1,4,3,1,0,0,0,2,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650731375,Test,endMeasure,nonContactAmmeter,None,1,1,4,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650731750,Test,startMeasure,nonContactAmmeter,deliberate_measure,1,1,4,3,1,0,0,0,2,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650732297,Test,endMeasure,nonContactAmmeter,None,1,1,4,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650732563,Test,startMeasure,nonContactAmmeter,deliberate_measure,1,1,4,3,1,0,0,0,2,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650733719,Test,endMeasure,nonContactAmmeter,None,1,1,4,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650733766,Test,startMeasure,nonContactAmmeter,deliberate_measure,1,1,4,3,1,0,0,0,2,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650734453,Test,endMeasure,nonContactAmmeter,None,1,1,4,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650734797,Test,startMeasure,nonContactAmmeter,deliberate_measure,1,1,4,3,1,0,0,0,2,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650736219,Test,endMeasure,nonContactAmmeter,None,1,1,4,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650737610,Test,startMeasure,nonContactAmmeter,deliberate_measure,1,1,4,3,1,0,0,0,2,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650738078,Test,endMeasure,nonContactAmmeter,None,1,1,4,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650738141,Test,startMeasure,nonContactAmmeter,deliberate_measure,1,1,4,3,1,0,0,0,2,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650738657,Test,endMeasure,nonContactAmmeter,None,1,1,4,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650739016,Test,startMeasure,nonContactAmmeter,None,1,1,4,3,1,0,0,0,2,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650739625,Test,endMeasure,nonContactAmmeter,None,1,1,4,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650739719,Test,startMeasure,nonContactAmmeter,None,1,1,4,3,1,0,0,0,2,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650740094,Test,endMeasure,nonContactAmmeter,None,1,1,4,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650740110,Test,startMeasure,nonContactAmmeter,deliberate_measure,1,1,4,3,1,0,0,0,2,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650740672,Test,endMeasure,nonContactAmmeter,reading_updated,1,1,4,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650742625,Test,startMeasure,nonContactAmmeter,deliberate_measure,1,1,4,3,1,0,0,0,2,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650743469,Test,endMeasure,nonContactAmmeter,reading_updated,1,1,4,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650747469,Revise,changeResistance,resistor,current_change,1,1,4,3,1,0,0,0,2,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650751313,Revise,changeResistance,resistor,current_change,1,1,4,3,1,0,0,0,2,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650751860,Revise,changeResistance,resistor,current_change,1,1,4,3,1,0,0,0,2,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650752375,Revise,changeResistance,resistor,current_change,1,1,4,3,1,0,0,0,2,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650752422,Build,sliderEndDrag,resistor,None,1,1,4,3,1,0,0,0,2,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650755360,Revise,changeResistance,resistor,current_change,1,1,4,3,1,0,0,0,2,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650762688,Test,startMeasure,nonContactAmmeter,deliberate_measure,1,1,4,3,1,0,0,0,2,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650763860,Test,traceMeasure,nonContactAmmeter,deliberate_measure,1,1,4,3,1,0,0,0,2,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650764735,Test,traceMeasure,nonContactAmmeter,deliberate_measure,1,1,4,3,1,0,0,0,2,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650766188,Test,traceMeasure,nonContactAmmeter,None,1,1,4,3,1,0,0,0,2,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650766250,Test,endMeasure,nonContactAmmeter,None,1,1,4,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650766251,pause,pause,pause,pause,1,1,4,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650799266,Reset,reset,resetAll,None,1,1,4,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650800407,Interface,disableComponent,voltmeter,None,1,1,4,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650800703,Interface,disableComponent,nonContactAmmeter,None,1,1,4,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650801625,Build,add,resistor,None,1,1,4,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650802985,Build,add,resistor,None,1,1,4,5,1,0,0,0,4,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650805641,Build,add,wire,None,1,1,4,5,1,0,0,0,4,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650807360,Build,join,wire,None,1,1,4,5,1,0,0,0,4,0,N,0,0,1,0,0,0,0,1,0
a2,23143099,1373650809547,Build,add,wire,None,1,1,4,5,1,0,0,0,4,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650810219,Build,join,wire,None,1,1,4,5,1,0,0,0,4,0,N,0,0,1,0,0,0,0,1,0
a2,23143099,1373650810938,Build,add,wire,None,1,1,4,5,1,0,0,0,4,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650811407,Build,join,wire,None,1,1,4,5,1,0,0,0,4,0,N,0,0,1,0,0,0,0,1,0
a2,23143099,1373650812297,Build,add,wire,None,1,1,4,5,1,0,0,0,4,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650812969,Build,join,wire,None,1,1,4,5,1,0,0,0,4,0,N,0,0,1,0,0,0,0,1,0
a2,23143099,1373650813938,Build,add,battery,None,1,1,4,6,2,0,0,0,4,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650815360,Build,add,wire,None,1,1,4,6,2,0,0,0,4,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650816391,Build,join,wire,None,1,1,4,6,2,0,0,0,4,0,N,0,0,1,1,0,0,0,0,0
a2,23143099,1373650817297,Build,add,wire,None,1,1,4,6,2,0,0,0,4,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650817953,Build,join,wire,None,1,1,4,6,2,0,0,0,4,0,N,0,0,1,1,0,0,0,0,0
a2,23143099,1373650818828,Build,add,wire,None,1,1,4,6,2,0,0,0,4,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650820516,Build,join,wire,None,1,1,4,6,2,0,0,0,4,0,N,0,0,1,0,0,0,0,1,0
a2,23143099,1373650821032,Organize,organizeWorkspace,wire,None,1,1,4,6,2,0,0,0,4,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650821469,Revise,remove,wire,None,1,1,4,6,2,0,0,0,4,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650823391,Organize,organizeWorkspace,junction,None,1,1,4,6,2,0,0,0,4,0,N,0,0,1,1,0,0,0,0,0
a2,23143099,1373650826328,Build,add,wire,None,1,1,4,6,2,0,0,0,4,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650827172,Build,join,wire,None,1,1,4,6,2,0,0,0,4,0,N,0,0,1,0,0,0,0,1,0
a2,23143099,1373650828032,Organize,organizeWorkspace,junction,None,1,1,4,6,2,0,0,0,4,0,N,0,0,1,0,0,0,0,1,0
a2,23143099,1373650828094,Build,join,wire,None,1,1,4,6,2,0,0,0,4,0,N,0,0,2,0,0,0,0,2,0
a2,23143099,1373650829000,Build,add,wire,None,1,1,4,6,2,0,0,0,4,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650829750,Organize,organizeWorkspace,wire,None,1,1,4,6,2,0,0,0,4,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650830360,Build,joinX,wire,None,2,1,5,6,2,0,0,0,4,0,N,0,1,2,0,0,0,0,2,0
a2,23143099,1373650831157,Organize,organizeWorkspace,junction,None,2,1,5,6,2,0,0,0,4,0,N,0,1,2,0,0,0,0,2,0
a2,23143099,1373650831219,Build,join,wire,None,2,2,5,6,2,0,0,0,4,0,N,1,1,3,1,0,0,0,2,0
a2,23143099,1373650832110,Build,add,wire,None,2,2,5,6,2,0,0,0,4,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650832594,Build,join,wire,None,2,2,5,6,2,0,0,0,4,0,N,1,1,3,1,0,0,0,2,0
a2,23143099,1373650833703,Organize,organizeWorkspace,junction,None,2,2,5,6,2,0,0,0,4,0,N,1,1,3,1,0,0,0,2,0
a2,23143099,1373650833782,Build,join,wire,None,2,2,6,6,2,0,0,0,4,0,N,1,2,3,1,0,0,0,2,0
a2,23143099,1373650834422,Build,add,wire,None,2,2,6,6,2,0,0,0,4,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650835032,Build,joinX,wire,None,2,2,7,6,2,0,0,0,4,0,N,1,3,3,1,0,0,0,2,0
a2,23143099,1373650836360,Organize,organizeWorkspace,junction,None,2,2,7,6,2,0,0,0,4,0,N,1,3,3,1,0,0,0,2,0
a2,23143099,1373650836438,Revise,join,wire,current_change,2,2,8,6,2,0,0,0,4,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650842219,Interface,view,showValues,None,2,2,8,6,2,0,0,0,4,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650843360,Interface,view,showValues,None,2,2,8,6,2,0,0,0,4,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650843361,pause,pause,pause,pause,2,2,8,6,2,0,0,0,4,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650861016,Build,add,resistor,None,2,2,8,7,2,0,0,0,5,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650862344,Build,add,wire,None,2,2,8,7,2,0,0,0,5,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650863219,Build,join,wire,None,2,2,8,7,2,0,0,0,5,0,N,0,0,1,0,0,0,0,1,0
a2,23143099,1373650863875,Build,add,wire,None,2,2,8,7,2,0,0,0,5,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650864360,Build,join,wire,None,2,2,8,7,2,0,0,0,5,0,N,0,0,1,0,0,0,0,1,0
a2,23143099,1373650865094,Build,add,wire,None,2,2,8,7,2,0,0,0,5,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650865782,Build,join,wire,None,2,2,8,7,2,0,0,0,5,0,N,0,0,1,0,0,0,0,1,0
a2,23143099,1373650866532,Organize,organizeWorkspace,junction,None,2,2,8,7,2,0,0,0,5,0,N,0,0,1,0,0,0,0,1,0
a2,23143099,1373650867297,Build,add,battery,None,2,2,8,8,3,0,0,0,5,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650867797,Build,join,battery,None,2,2,8,8,3,0,0,0,5,0,N,0,0,2,1,0,0,0,1,0
a2,23143099,1373650868719,Build,add,wire,None,2,2,8,8,3,0,0,0,5,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650869453,Build,join,wire,None,2,2,8,8,3,0,0,0,5,0,N,0,0,2,1,0,0,0,1,0
a2,23143099,1373650871907,Build,add,wire,None,2,2,8,8,3,0,0,0,5,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650872422,Build,join,wire,None,2,2,8,8,3,0,0,0,5,0,N,0,0,2,1,0,0,0,1,0
a2,23143099,1373650873703,Organize,organizeWorkspace,junction,None,2,2,8,8,3,0,0,0,5,0,N,0,0,2,1,0,0,0,1,0
a2,23143099,1373650873782,Revise,join,wire,current_change,3,3,9,8,3,0,0,0,5,0,N,1,1,2,1,0,0,0,1,0
a2,23143099,1373650876250,Interface,view,showValues,None,3,3,9,8,3,0,0,0,5,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650882078,Revise,changeResistance,resistor,current_change,3,3,9,8,3,0,0,0,5,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650886610,Revise,changeResistance,resistor,current_change,3,3,9,8,3,0,0,0,5,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650888141,Interface,enableComponent,nonContactAmmeter,None,3,3,9,8,3,0,0,0,5,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650889125,Test,traceMeasure,nonContactAmmeter,None,3,3,9,8,3,0,0,0,5,0,N,1,1,2,1,0,0,0,1,0
a2,23143099,1373650889469,Test,startMeasure,nonContactAmmeter,deliberate_measure,3,3,9,8,3,0,0,0,5,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650890047,Test,endMeasure,nonContactAmmeter,None,3,3,9,8,3,0,0,0,5,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650890235,Test,startMeasure,nonContactAmmeter,deliberate_measure,3,3,9,8,3,0,0,0,5,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650890766,Test,endMeasure,nonContactAmmeter,None,3,3,9,8,3,0,0,0,5,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650891125,Test,startMeasure,nonContactAmmeter,deliberate_measure,3,3,9,8,3,0,0,0,5,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650891860,Test,endMeasure,nonContactAmmeter,None,3,3,9,8,3,0,0,0,5,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650892000,Test,startMeasure,nonContactAmmeter,deliberate_measure,3,3,9,8,3,0,0,0,5,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650892688,Test,endMeasure,nonContactAmmeter,None,3,3,9,8,3,0,0,0,5,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650893110,Test,startMeasure,nonContactAmmeter,deliberate_measure,3,3,9,8,3,0,0,0,5,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650893750,Test,endMeasure,nonContactAmmeter,reading_updated,3,3,9,8,3,0,0,0,5,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650894282,Test,startMeasure,nonContactAmmeter,deliberate_measure,3,3,9,8,3,0,0,0,5,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650895000,Test,endMeasure,nonContactAmmeter,None,3,3,9,8,3,0,0,0,5,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650895532,Test,traceMeasure,nonContactAmmeter,None,3,3,9,8,3,0,0,0,5,0,N,1,4,3,1,0,0,0,2,0
a2,23143099,1373650895844,Test,traceMeasure,nonContactAmmeter,deliberate_measure,3,3,9,8,3,0,0,0,5,0,N,1,1,2,1,0,0,0,1,0
a2,23143099,1373650896250,Test,endMeasure,nonContactAmmeter,None,3,3,9,8,3,0,0,0,5,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650896328,Test,startMeasure,nonContactAmmeter,deliberate_measure,3,3,9,8,3,0,0,0,5,0,N,1,1,2,1,0,0,0,1,0
a2,23143099,1373650897063,Test,endMeasure,nonContactAmmeter,None,3,3,9,8,3,0,0,0,5,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650897141,Test,startMeasure,nonContactAmmeter,deliberate_measure,3,3,9,8,3,0,0,0,5,0,N,1,1,2,1,0,0,0,1,0
a2,23143099,1373650897610,Test,endMeasure,nonContactAmmeter,None,3,3,9,8,3,0,0,0,5,0,N,0,0,0,0,0,0,0,0,0
a2,23143099,1373650897985,Test,traceMeasure,nonContactAmmeter,deliberate_measure,3,3,9,8,3,0,0,0,5,0,N,1,4,3,1,0,0,0,2,0
